Name,Description,Example,Type,Format,Required,Nullable,Enum,Pattern
inferred_accounting_date,"En el caso de que la transacción ocurra en un fin de semana o día festivo, Belvo inferirá la fecha en que la transacción es contabilizada por la institución. Normalmente, este es el siguiente día hábil.",2019-10-23,string,date,No,No,,
amount,"El monto de la transacción.  
ℹ️ El monto mostrado siempre es positivo, ya que indicamos la dirección de la transacción en el parámetro `type`.  
> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor.",2145.45,number,float,Yes,No,,"^\d{1,15}\.\d{2,4}$"
local_currency_amount,"El valor de la transacción en la moneda local.

> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor para las **transacciones con tarjeta de crédito**.",7623.64,number,float,Yes,Yes,,"^\d{1,15}\.\d{2,4}$"
balance,**Nota:** Este campo no es aplicable para OF Brazil y devolverá null.,,number,float,Yes,Yes,,
currency,El código de moneda de tres letras (ISO-4217).,BRL,string,,Yes,Yes,,^[A-Z]{3}$
description,"La descripción de la transacción proporcionada por la institución. Generalmente, este es el texto que el usuario final ve en la plataforma en línea.

> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor.",SEVEN BUDDHAS RFC:XXXXXXXXXX,string,,Yes,Yes,,
observations,**Nota:** Este campo no es aplicable para OF Brazil y devolverá null.,,string,,Yes,Yes,,
merchant,"Datos adicionales sobre el comerciante involucrado en la transacción.
Solo devolvemos información del comerciante para nuevas transacciones realizadas desde cuentas de *cheques* o *tarjeta de crédito*.
> **Obtener información del comerciante**
 Recuperamos la información del comerciante para una transacción como parte de nuestro producto de <a href=""https://developers.belvo.com/docs/banking#categorizing-transactions"" target=""_blank"">Categorización de transacciones</a>, convirtiendo datos en bruto en información procesable. Para habilitar este producto, simplemente <a href=""https://belvo.com/contact/?utm_source=documentation"" target=""_blank"">contáctanos</a>, y nos pondremos manos a la obra.",,object,,Yes,Yes,,
merchant.logo,La URL del logotipo del comerciante.,https://logo.clearbit.com/asesor-contable.es,string,,No,Yes,,
merchant.website,La URL al sitio web del comerciante.,https://merchants-r-us.com,string,,No,Yes,,
merchant.merchant_name,El nombre del comerciante.,Merchants R Us Global,string,,No,No,,
category,"El nombre de la categoría de transacción.

> **Obtener categorización de transacciones**
Con la <a href=""https://developers.belvo.com/docs/banking#categorizing-transactions"" target=""_blank"">categorización de transacciones</a>, limpiamos y categorizamos las transacciones por ti, convirtiendo datos en bruto en información procesable. Para habilitar esta función, simplemente <a href=""https://belvo.com/contact/?utm_source=documentation"" target=""_blank"">contáctanos</a> y nos pondremos manos a la obra.

Devolvemos uno de los siguientes valores de 'enum':

  - `Bills & Utilities`
  - `Credits & Loans`
  - `Deposits`
  - `Fees & Charges`
  - `Food & Groceries`
  - `Home & Life`
  - `Income & Payments`
  - `Insurance`
  - `Investments & Savings`
  - `Online Platforms & Leisure`
  - `Personal Shopping`
  - `Taxes`
  - `Transfers`
  - `Transport & Travel`
  - `Unknown`*
  - `Withdrawal & ATM`
  - `null`


  \* Para los clientes que no utilizan nuestro producto de Categorización de Transacciones, devolvemos `null` en su lugar.",Income & Payments,string,,Yes,Yes,"Bills & Utilities, Credits & Loans, Deposits, Fees & Charges, Food & Groceries, Home & Life, Income & Payments, Insurance, Investments & Savings, Online Platforms & Leisure, Personal Shopping, Taxes, Transfers, Transport & Travel, Unknown, Withdrawal & ATM, None",
subcategory,"La subcategoría de la transacción.

  > **Obtener categorización de transacciones**
  Para los clientes que no utilizan nuestra <a href=""https://developers.belvo.com/docs/banking#categorizing-transactions"" target=""_blank"">categorización de transacciones</a>, devolvemos `null` en su lugar. Para habilitar esta función, simplemente <a href=""https://belvo.com/contact/?utm_source=documentation"" target=""_blank"">contáctanos</a>, y lo activaremos de inmediato.

Devolvemos uno de los siguientes valores de enum:

  - `Electricity & Energy`
  - `Rent`
  - `Telecommunications`
  - `Water`
  - `Auto`
  - `Credit Card`
  - `Instalment`
  - `Interest & Charges`
  - `Mortgage`
  - `Pay Advance`
  - `Personal`
  - `Adjustments`
  - `Bank Fees`
  - `Chargeback`
  - `Refund`
  - `Blocked Balances`
  - `Alimony`
  - `Alcohol & Tobacco`
  - `Bakery & Coffee`
  - `Bars & Nightclubs`
  - `Convenience Store`
  - `Delivery`
  - `Groceries`
  - `Restaurants`
  - `Education`
  - `Gyms & Fitness`
  - `Hair & Beauty`
  - `Health`
  - `Home Decor & Appliances`
  - `Laundry & Dry Cleaning`
  - `Pharmacies`
  - `Professional Services`
  - `Veterinary Services`
  - `Freelance`
  - `Interest`
  - `Retirement`
  - `Salary`
  - `Government`
  - `Home Insurance`
  - `Auto Insurance`
  - `Health & Life Insurance`
  - `Savings`
  - `Fixed income`
  - `Equity`
  - `Investment Funds`
  - `Derivatives`
  - `Cryptocurrencies`
  - `Apps, Software and Cloud Services`
  - `Events, Parks and Museums`
  - `Gambling`
  - `Gaming`
  - `Lottery`
  - `Movie & Audio`
  - `Books & News`
  - `Clothing & Accessories`
  - `Department Store`
  - `Electronics`
  - `E-commerce`
  - `Gifts`
  - `Office Supplies`
  - `Pet Supplies`
  - `Auto Tax & Fees`
  - `Donation`
  - `Government Fees`
  - `Income Tax`
  - `Real Estate Tax & Fees`
  - `Tax Return`
  - `Accommodation`
  - `Auto Expenses`
  - `Auto Rental`
  - `Flights`
  - `Gas`
  - `Mileage Programs`
  - `Parking & Tolls`
  - `Public Transit`
  - `Taxis & Rideshares`
  - `Other`
  - `null`",Freelance,string,,Yes,Yes,"Electricity & Energy, Rent, Telecommunications, Water, Auto, Credit Card, Instalment, Interest & Charges, Mortgage, Pay Advance, Personal, Adjustments, Bank Fees, Chargeback, Refund, Blocked Balances, Alimony, Alcohol & Tobacco, Bakery & Coffee, Bars & Nightclubs, Convenience Store, Delivery, Groceries, Restaurants, Education, Gyms & Fitness, Hair & Beauty, Health, Home Decor & Appliances, Laundry & Dry Cleaning, Pharmacies, Professional Services, Veterinary Services, Freelance, Interest, Retirement, Salary, Government, Home Insurance, Auto Insurance, Health & Life Insurance, Savings, Fixed income, Equity, Investment Funds, Derivatives, Cryptocurrencies, Apps, Software and Cloud Services, Events, Parks and Museums, Gambling, Gaming, Lottery, Movie & Audio, Books & News, Clothing & Accessories, Department Store, Electronics, E-commerce, Gifts, Office Supplies, Pet Supplies, Auto Tax & Fees, Donation, Government Fees, Income Tax, Real Estate Tax & Fees, Tax Return, Accommodation, Auto Expenses, Auto Rental, Flights, Gas, Mileage Programs, Parking & Tolls, Public Transit, Taxis & Rideshares, Other, None",
reference,**Nota:** Este campo no es aplicable para OF Brazil y devolverá null.,,string,,Yes,Yes,,
type,"La dirección de la transacción:
- `INFLOW` indica dinero que entra en la cuenta.
- `OUTFLOW` indica dinero que sale de la cuenta.
- `null` cuando no hay información presente sobre la dirección de la transacción.",INFLOW,string,,Yes,Yes,"OUTFLOW, INFLOW, None",
status,"El estado de la transacción. Devolvemos uno de los siguientes valores:

  - `PROCESSED` (La transacción ha sido procesada por la institución.)
  - `PENDING` (La institución indica claramente que la transacción aún no ha sido procesada.)
  - `UNCATEGORIZED` (obsoleto)
  - `null` (obsoleto)",PROCESSED,string,,Yes,Yes,"PENDING, PROCESSED, UNCATEGORIZED, None",
credit_card_data,Datos adicionales proporcionados por la institución para transacciones con tarjeta de crédito.,,object,,Yes,Yes,,
credit_card_data.collected_at,La marca de tiempo ISO-8601 cuando se recopiló el punto de datos.,2022-02-09T08:45:50.406032Z,string,date-time,Yes,No,,
credit_card_data.bill_name,"El título de la factura mensual de la tarjeta de crédito a la que pertenece la transacción. El formato del valor devuelto es específico de la institución; sin embargo, algunos ejemplos comunes son:

- diciembre-2021
- dec-2021
- dec-21

> **Nota**: Este campo solo se devuelve para facturas 'cerradas' (lo que significa que el período de facturación ha terminado y la factura ha sido emitida). Si el período de facturación aún está en curso, devolvemos `null`.",apr-2020,string,,Yes,Yes,,
credit_card_data.bill_due_date,"La fecha en que se debe pagar la factura, en formato `YYYY-MM-DD`.

> **Nota**: Este campo solo se devuelve para facturas 'cerradas' (lo que significa que el período de facturación ha terminado y la factura ha sido emitida). Si el período de facturación aún está en curso, devolvemos `null`.",2023-06-17,string,date,No,Yes,,
credit_card_data.bill_internal_identification,"El identificador interno de la institución para la factura.

> **Nota**: Este campo solo se devuelve para facturas 'cerradas' (lo que significa que el período de facturación ha terminado y la factura ha sido emitida). Si el período de facturación aún está en curso, devolvemos `null`.",927921260199292792126508222219893192525A6,string,,No,Yes,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,99}$"
credit_card_data.bill_status,**Nota:** Este campo no es aplicable para OFDA Brasil y devolverá `null`.,,string,,Yes,Yes,,
credit_card_data.previous_bill_total,**Nota:** Este campo no es aplicable para OFDA Brasil y devolverá `null`.,,string,,Yes,Yes,,
credit_card_data.bill_amount,"El monto de la factura, a partir de `collected_at`. Para más información, consulta `credit_card_bill`.",300,number,float,Yes,Yes,,"^-?\d{1,15}\.\d{2,4}$"
credit_card_data.card_number,"El número de la tarjeta de crédito.

**Nota:** A menudo, esto es solo los últimos cuatro dígitos de la tarjeta de crédito.

> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor.",4453,string,,Yes,No,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,99}$"
credit_card_data.fee_type,"La tarifa que se puede cobrar por una transacción con tarjeta. Devolvemos uno de los siguientes valores:

  - `ANNUAL_FEE`
  - `NATIONAL_WITHDRAWAL`
  - `INTERNATIONAL_WITHDRAWAL`
  - `EMERGENCY_CREDIT_EVALUATION_FEE`
  - `DUPLICATE_ISSUANCE_FEE`
  - `PAYMENT_FEE`
  - `SMS_FEE`
  - `OTHERS`
  - `null`",NATIONAL_WITHDRAWAL,string,,Yes,Yes,"ANNUAL_FEE, NATIONAL_WITHDRAWAL, INTERNATIONAL_WITHDRAWAL, EMERGENCY_CREDIT_EVALUATION_FEE, DUPLICATE_ISSUANCE_FEE, PAYMENT_FEE, SMS_FEE, OTHERS, None",
credit_card_data.fee_type_additional_info,Información adicional sobre la tarifa.,ATM withdrawal in Curitiba.,string,,Yes,Yes,,"^[\w\W\s]{0,140}$"
credit_card_data.credits_type,"Otros tipos de crédito que se han contratado en la tarjeta. Devolvemos uno de los siguientes valores:

  - `REVOLVING_CREDIT`
  - `BILL_INSTALLMENT_PAYMENT`
  - `LOAN`
  - `OTHERS`
  - `null`",BILL_INSTALLMENT_PAYMENT,string,,Yes,Yes,"REVOLVING_CREDIT, BILL_INSTALLMENT_PAYMENT, LOAN, OTHERS, None",
credit_card_data.credits_type_additional_info,Información adicional sobre el tipo de crédito.,Some additional information.,string,,Yes,Yes,,"^[\w\W\s]{0,140}$"
credit_card_data.installment_identifier,"Un identificador para la cuota, según la institución.

> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor.",PARCELA_896,string,,Yes,No,,"^[\w\W\s]{0,140}$"
credit_card_data.number_of_installments,"El número total de cuotas para la transacción con tarjeta, si corresponde.",4,integer,,Yes,Yes,,
credit_card_data.credit_card_bill,Información sobre la factura en la que aparece esta transacción.,,object,,No,Yes,,
credit_card_data.credit_card_bill.id,"El identificador único creado por Belvo utilizado para referenciar la factura actual de la tarjeta de crédito.

> **Nota**: Este campo solo se devuelve para facturas 'closed' (lo que significa que el período de facturación ha terminado y la factura ha sido emitida). Si el período de facturación aún está en curso, devolvemos `null`.",8e9d13c2-af41-4a49-b43e-2da012bd1d11,string,uuid,No,No,,
credit_card_data.credit_card_bill.internal_identification,"El identificador interno de la institución para la factura.

> **Nota**: Este campo solo se devuelve para facturas 'cerradas' (lo que significa que el período de facturación ha terminado y la factura ha sido emitida). Si el período de facturación aún está en curso, devolvemos `null`.",92792126019929279212650822221989319252576,string,,No,Yes,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,99}$"
counterparty,"Información sobre la otra parte de esta transacción, si está disponible.",,object,,Yes,Yes,,
counterparty.type,"El tipo de contraparte de la transacción. Devolvemos uno de los siguientes valores:

  - `INDIVIDUAL`
  - `COMPANY`
  - `null`",INDIVIDUAL,string,,Yes,Yes,"INDIVIDUAL, COMPANY, None",
counterparty.document_number,"El número de documento del representante.

**Nota**:

Para Brasil:
  - Cuando el `type` es `INDIVIDUAL`, este es el número de CPF.
  - Cuando el `type` es `COMPANY`, este es el número de CNPJ.",73677831148,string,,Yes,Yes,,^\d{11}$
counterparty.clearing_code,El código de compensación bancaria.,001,string,,Yes,Yes,,^\d{3}$
counterparty.agency,El código de sucursal donde se abrió la cuenta.,6272,string,,Yes,Yes,,"^\d{1,4}$"
counterparty.check_digit,"El dígito de control del número de cuenta, si corresponde.",7,string,,Yes,Yes,,[\w\W\s]*
counterparty.number,El número de cuenta del producto.,24550245,string,,Yes,Yes,,"^\d{8,20}$"
loan_data,"Información sobre los datos transaccionales del préstamo, si corresponde.",,object,,Yes,Yes,,
loan_data.is_detached,"Boolean para indicar si este pago de préstamo fue parte del calendario de pagos original.

> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor.",True,boolean,,Yes,No,,
loan_data.installment_id,El ID único de la institución para esta cuota de pago.,WGx0aExYcEJMVm93TFRsZFcyRXRla0V0V2pBdE9Wd3RYWH,string,,Yes,Yes,,"^[a-zA-Z0-9][a-zA-Z0-9-]{0,99}$"
loan_data.fees,Detalles relacionados con las tarifas asociadas con este pago. Solo aplicable cuando `is_detached` = `true`.,,array,,Yes,No,,
loan_data.fees[].name,"El nombre de la tarifa.

> **No anulable:** Se debe devolver un valor por la red de finanzas abiertas de Brasil cuando el campo `fees` está presente.",Reavaliação periódica do bem,string,,Yes,No,,"^[\w\W\s]{0,140}$"
loan_data.fees[].code,"El código de la institución para la tarifa.

> **No anulable:** Se debe devolver un valor por la red de finanzas abiertas de Brasil cuando el campo `fees` está presente.",aval_bem,string,,Yes,No,,"^[\w\W\s]{0,140}$"
loan_data.fees[].amount,"El monto de la tarifa.

> **No anulable:** Se debe devolver un valor por la red de finanzas abiertas de Brasil cuando el campo `fees` está presente.",8903.77,number,float,Yes,Yes,,"^-?\d{1,15}\.\d{2,4}$"
loan_data.charges,Detalles relacionados con los cargos asociados con este pago. Solo aplicable cuando `is_detached` = `true`.,,array,,Yes,No,,
loan_data.charges[].type,"El tipo de cargo.

> **No anulable:** Se debe devolver un valor por la red de finanzas abiertas de Brasil cuando el campo `charges` está presente.",MULTA_ATRASO_PAGAMENTO,string,,Yes,No,,"^[\w\W\s]{0,140}$"
loan_data.charges[].info,Información adicional sobre el `type` de cargo.,Late payment charge.,string,,Yes,No,,"^[\w\W\s]{0,140}$"
loan_data.charges[].amount,"El monto del cargo.

> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor cuando el campo `charges` está presente.",8903.77,number,float,Yes,No,,"^-?\d{1,15}\.\d{2,4}$"
payment_type,"El tipo de pago de la transacción. Devolvemos uno de los siguientes valores:

  - `FULL`
  - `INSTALLMENT`
  - `null`",FULL,string,,Yes,Yes,"FULL, INSTALLMENT, None",
operation_type,"El tipo de transacción. Por ejemplo, un pago PIX o un depósito.

> **No anulable:** La red de finanzas abiertas de Brasil debe devolver un valor para **transacciones de cuentas que no sean de préstamo**.",TRANSFERENCIA_MESMA_INSTITUICAO,string,,Yes,No,,"^[A-Za-z_]{0,50}$"
operation_type_additional_info,"Información adicional sobre el `operation_type`, si corresponde.",Internal transfer.,string,,Yes,Yes,,^\S[\s\S]*$
mcc,El código de categoría de comerciante (MCC) de cuatro dígitos (compatible con ISO-18245) para la transacción. Este campo solo es aplicable para transacciones con tarjeta de crédito.,5137,integer,int32,Yes,Yes,,^[0-9]{4}$
